reportId,latitude,longitude,postalCode
27569140,19.44541168212891,-99.16173553466797,"06400"
27376910,19.33133125305176,-99.22589874267578,"10200"
27142835,19.3179759979248,-99.2369384765625,"10000"
27139247,19.31966209411621,-99.236083984375,"10000"
26365013,19.41389274597168,-99.08549499511719,"15730"
26101690,19.25156021118164,-99.1627197265625,"14400"
25964923,19.52284812927246,-99.1458740234375,"07790"
25835968,19.28942108154297,-99.14736938476562,"14370"
25835735,19.28936767578125,-99.14732360839844,"14370"
25830780,19.32004547119141,-99.20949554443359,"01900"
25705676,19.34271812438965,-99.20700073242188,"01790"
25645842,19.40574645996094,-99.14982604980469,"06780"
25630768,19.42362976074219,-99.1629638671875,"06600"
25621774,19.3344612121582,-99.21759033203125,"10100"
25603363,19.40347290039062,-99.2052001953125,"11820"
25592957,19.40390968322754,-99.20532989501953,"11820"
25372818,19.3864917755127,-99.13910675048828,"03530"
25315224,19.34624481201172,-99.17382049560547,"04010"
25306548,19.34505271911621,-99.17166137695312,"04310"
25181894,19.3579216003418,-99.28871154785156,"05330"
25097147,19.28798294067383,-99.11801147460938,"14390"
24979325,19.47148895263672,-99.16628265380859,"02810"
24975740,19.46868705749512,-99.17987060546875,"02080"
24661315,19.46919250488281,-99.16737365722656,"02820"
24659072,19.40691947937012,-99.12196350097656,"15800"
24617017,19.3015079498291,-99.20891571044922,"14210"
24448413,19.49845886230469,-99.23719024658203,"53160"
24414725,19.4351692199707,-99.18328094482422,"11550"
24392362,19.29340934753418,-99.15006256103516,"14370"
24249610,19.46932983398438,-99.10966491699219,"07820"
24173853,19.37488746643066,-99.15868377685547,"03650"
24050015,19.29757881164551,-99.15155029296875,"14370"
24041878,19.40558433532715,-99.14867401123047,"06780"
24013774,19.40567207336426,-99.14856719970703,"06780"
23741812,19.42914009094238,-99.16429138183594,"06500"
23736558,19.46357536315918,-99.15889739990234,"06450"
23696165,19.39343452453613,-99.16244506835938,"03100"
23690638,19.43518447875977,-99.18303680419922,"11550"
23287197,19.31623840332031,-99.17467498779297,"00000"
23286345,19.29684257507324,-99.15320587158203,"14050"
23286253,19.29525566101074,-99.15530395507812,"14050"
23286207,19.29534149169922,-99.15522003173828,"14050"
23227993,19.42776107788086,-99.20278167724609,"11000"
23182044,19.35992240905762,-99.25898742675781,"01260"
22833645,19.41064834594727,-99.13919067382812,"06800"
22829088,19.30558204650879,-99.18464660644531,"04530"
22825460,19.39972877502441,-99.19089508056641,"01140"
22824148,19.39982795715332,-99.17935180664062,"11800"
22824025,19.4259090423584,-99.19263458251953,"11560"
22823743,19.38277053833008,-99.18242645263672,"03710"
22823233,19.35740661621094,-99.15178680419922,"04120"
22723117,19.23999977111816,-99.08999633789062,"16459"
22291028,19.27794075012207,-99.22971343994141,"14100"
22145882,19.46931648254395,-99.18496704101562,"02070"
22076228,19.29577445983887,-99.21411895751953,"14140"
21737698,19.47304916381836,-99.23045349121094,"53000"
21664607,19.46164512634277,-99.10597991943359,"07880"
21662877,19.43332481384277,-99.19100952148438,"11550"
21662355,19.44289398193359,-99.17803192138672,"11320"
21662240,19.44301986694336,-99.17877197265625,"11310"
21661527,19.43195724487305,-99.19489288330078,"11550"
21661425,19.45848655700684,-99.19857025146484,"11290"
21661387,19.46327018737793,-99.21466064453125,"53370"
21660850,19.48124313354492,-99.23300170898438,"53050"
21660731,19.43053245544434,-99.15946960449219,"06600"
21660585,19.48238563537598,-99.18939971923828,"02490"
21660405,19.4331226348877,-99.20933532714844,"11510"
21660385,19.36281204223633,-99.26798248291016,"01219"
21660377,19.42595863342285,-99.19414520263672,"11550"
20989620,19.36004257202148,-99.25835418701172,"01260"
20949020,19.4029483795166,-99.072265625,"08500"
20946376,19.34030723571777,-99.20389556884766,"01080"
20799586,19.37807464599609,-99.25552368164062,"01219"
20591208,19.28393745422363,-99.52147674560547,"52105"
20413099,19.40606498718262,-99.11318206787109,"15860"
20347354,19.33301734924316,-99.21267700195312,"10100"
20346743,19.35410690307617,-99.09285736083984,"09836"
20342622,19.40579223632812,-99.11454772949219,"15860"
20212332,19.35411262512207,-99.09287261962891,"09836"
20208477,19.3373908996582,-99.18416595458984,"04360"
20192959,19.37129592895508,-99.17887878417969,"03230"
20177134,19.29409027099609,-99.21578216552734,"14240"
20175563,19.40176391601562,-99.06448364257812,"08100"
20037291,19.40951919555664,-99.13535308837891,"06860"
19982329,19.34381866455078,-99.03291320800781,"09730"
19941825,19.35757446289062,-98.99412536621094,"09620"
19925789,19.42342758178711,-99.13352966308594,"06000"
19912368,19.29822540283203,-99.18556976318359,"14250"
19829060,19.33893775939941,-99.21873474121094,"01780"
19792593,19.2888126373291,-99.22667694091797,"14240"
19526140,19.29294586181641,-99.18206024169922,"14267"
19467785,19.36906433105469,-99.12245178222656,"09250"
19222662,19.34262657165527,-99.19837951660156,"01090"
19212150,19.45043182373047,-99.10181427001953,"15300"
19117125,19.44539833068848,-99.04448699951172,"00000"
19115532,19.29585456848145,-98.94119262695312,"56615"
19113245,19.4373722076416,-99.18180847167969,"11590"
19110174,19.44053077697754,-99.19063568115234,"11520"
19104172,19.43855857849121,-99.2008056640625,"11530"
19099073,19.4387092590332,-99.20113372802734,"11520"
19096842,19.42352294921875,-99.17755889892578,"11590"
19094464,19.45396423339844,-99.18134307861328,"00000"
19094324,19.42116355895996,-99.17794036865234,"11850"
19094031,19.4398078918457,-99.19035339355469,"11520"
19058544,19.29980659484863,-99.10586547851562,"14336"
18979983,19.3821964263916,-99.16709899902344,"03100"
18979905,19.38216781616211,-99.16705322265625,"03100"
18979761,19.37915229797363,-99.16081237792969,"03100"
18978720,19.35796928405762,-99.15444183349609,"03340"
18978684,19.35996246337891,-99.14360809326172,"03300"
18943677,19.42524528503418,-99.20100402832031,"11100"
18929737,19.42518615722656,-99.15373229980469,"06720"
18862736,19.43452835083008,-99.17168426513672,"11300"
18794755,19.3817310333252,-99.21322631835938,"01270"
18790465,19.38390159606934,-99.07375335693359,"00000"
18752951,19.36971092224121,-99.12091064453125,"09400"
18743437,19.40124702453613,-99.16805267333984,"06760"
18623087,19.34419441223145,-99.18844604492188,"01000"
18620859,19.39715957641602,-99.17904663085938,"11800"
18620856,19.39718055725098,-99.17894744873047,"11800"
18583549,19.50083351135254,-99.14910888671875,"07700"
18549163,19.35655212402344,-99.25990295410156,"00000"
18508261,19.40096473693848,-99.13189697265625,"08200"
18479445,19.25653076171875,-99.01664733886719,"16749"
18457033,19.49449348449707,-99.16387939453125,"02300"
18443218,19.33979225158691,-99.19155883789062,"01000"
18403844,19.37587928771973,-99.25402069091797,"01219"
18235063,19.38906288146973,-99.04245758056641,"09100"
18094328,19.4597282409668,-99.21582794189453,"53489"
18091989,19.4732551574707,-99.05326843261719,"57170"
18038537,19.45663261413574,-99.14491271972656,"06920"
18029279,19.34365081787109,-99.18124389648438,"04360"
18022020,19.36096572875977,-99.04005432128906,"09089"
18019219,19.31650543212891,-99.10197448730469,"04909"
18019020,19.35106086730957,-99.11087036132812,"09810"
18018789,19.44352340698242,-99.15345001220703,"06400"
18017901,19.44769477844238,-99.13510894775391,"06200"
18002058,19.37268257141113,-99.26124572753906,"01219"
17953248,19.39157295227051,-99.13790130615234,"03520"
17791881,19.37039947509766,-99.15656280517578,"03320"
17757030,19.34319114685059,-99.05817413330078,"09860"
17525265,19.34220123291016,-99.04981231689453,"00000"
17515959,19.34404182434082,-99.05988311767578,"00000"
17513045,19.3443660736084,-99.06040191650391,"00000"
17487622,19.43977546691895,-99.18373107910156,"11320"
17464757,19.35861778259277,-99.16335296630859,"00000"
17431924,19.32085990905762,-99.22825622558594,"00000"
17341874,19.51474571228027,-99.13491058349609,"00000"
17340449,19.3321418762207,-99.20607757568359,"00000"
17338721,19.37410545349121,-99.26137542724609,"00000"
17330021,19.37950897216797,-99.14009094238281,"00000"
17298255,19.37352561950684,-99.20307922363281,"00000"
17237960,19.35125160217285,-99.11179351806641,"00000"
17237909,19.35131072998047,-99.11177825927734,"00000"
17206140,19.23999977111816,-99.08999633789062,"00000"
17197351,19.33756256103516,-99.18403625488281,"00000"
17149983,19.37206077575684,-99.15712738037109,"00000"
16982130,19.36662673950195,-99.17402648925781,"00000"
16917088,19.41733551025391,-99.16438293457031,"00000"
16878527,19.39920234680176,-99.08267211914062,"00000"
16772595,19.39764404296875,-99.11378479003906,"00000"
16631326,19.29541778564453,-98.92537689208984,"00000"
16629396,19.49601554870605,-99.15282440185547,"00000"
16622222,19.45613288879395,-99.12507629394531,"00000"
16618047,19.39990997314453,-99.14858245849609,"00000"
16598909,19.4456672668457,-99.08736419677734,"00000"
16596230,19.46793556213379,-99.15147399902344,"00000"
15645067,19.34651565551758,-99.16297149658203,"00000"
15635258,19.39324378967285,-99.23944854736328,"00000"
15556302,19.4340763092041,-99.21272277832031,"00000"
15338974,19.38779830932617,-99.14200592041016,"03430"
15171134,19.29978370666504,-99.10591125488281,"14336"
14710472,19.26546859741211,-99.23868560791016,"14735"
14599323,19.50552940368652,-99.13008117675781,"07369"
14581650,19.29836654663086,-99.18553924560547,"14250"
14451746,19.33864212036133,-99.21035003662109,"01080"
14418956,19.40857887268066,-99.17466735839844,"06100"
14205358,19.2953929901123,-99.14035797119141,"14376"
14193444,19.3840446472168,-99.24560546875,"01340"
14192609,19.34316253662109,-99.1741943359375,"04310"
13968834,19.37555694580078,-99.25617980957031,"01219"
13930381,19.3167667388916,-99.12436676025391,"04800"
13822074,19.47616577148438,-99.21762847900391,"02719"
13697643,19.39295959472656,-99.08891296386719,"08010"
13655695,19.4920825958252,-99.13942718505859,"07300"
13561521,19.4288387298584,-99.14585113525391,"06000"
13101184,19.46422004699707,-99.1619873046875,"02860"
13096080,19.28291702270508,-99.14659118652344,"14610"
13072727,19.34806060791016,-99.19049835205078,"01000"
13069960,19.34811401367188,-99.19021606445312,"01000"
12974507,19.37180709838867,-99.15711975097656,"03310"
12952843,19.27767562866211,-99.16697692871094,"14090"
12780181,19.30600357055664,-98.94538116455078,"56619"
12780050,19.3828296661377,-99.16663360595703,"03100"
12779662,19.30579566955566,-98.94534301757812,"56615"
12656057,19.41719436645508,-99.16509246826172,"06700"
12599761,19.3828296661377,-99.16659545898438,"03100"
12590259,19.38294410705566,-99.16661834716797,"03100"
12213172,19.37568473815918,-99.16691589355469,"03100"
12175777,19.42742919921875,-99.21914672851562,"11000"
12102583,19.52215576171875,-99.1650390625,"07650"
12101295,19.36456680297852,-99.29296875,"05260"
12031919,19.26713180541992,-99.21108245849609,"14275"
12023544,19.40560340881348,-99.17817687988281,"11800"
11996961,19.39416313171387,-99.23948669433594,"11950"
11996864,19.3951358795166,-99.23907470703125,"11950"
11996812,19.39472961425781,-99.23948669433594,"11950"
11996628,19.39497375488281,-99.23931121826172,"11950"
11996566,19.38058090209961,-99.25191497802734,"01219"
11996477,19.39367866516113,-99.23883819580078,"11950"
11996433,19.39306449890137,-99.23914337158203,"11950"
11958527,19.29698944091797,-99.15309143066406,"14050"
11958333,19.29001808166504,-99.15150451660156,"14370"
11957779,19.29749488830566,-99.15370941162109,"14050"
11908417,19.4718132019043,-99.13776397705078,"07790"
11851894,19.44659423828125,-99.19149780273438,"11450"
11391469,19.34096336364746,-99.2095947265625,"01780"
11283128,19.38290023803711,-99.24800872802734,"01340"
11275177,19.44930839538574,-99.18204498291016,"11320"
11266153,19.33869552612305,-99.17293548583984,"04310"
11210283,19.28665351867676,-99.21847534179688,"14200"
11168071,19.34098434448242,-99.21004486083984,"01780"
11168013,19.34087371826172,-99.209716796875,"01780"
11161013,19.30537223815918,-99.1246337890625,"04920"
11160333,19.30918502807617,-99.22243499755859,"14140"
11160055,19.29868698120117,-99.15331268310547,"04730"
11160045,19.29864883422852,-99.15328979492188,"04730"
11159979,19.51457977294922,-99.10121154785156,"54180"
11151053,19.28443908691406,-99.17568969726562,"14000"
11126542,19.36252021789551,-99.26146697998047,"01260"
11106632,19.27579879760742,-99.12760162353516,"16010"
11014596,19.37321090698242,-99.18804168701172,"03910"
11012883,19.42403221130371,-99.21251678466797,"11000"
11008673,19.47945213317871,-99.11736297607422,"07000"
11006602,19.36067390441895,-99.19230651855469,"01010"
11006238,19.47941017150879,-99.11733245849609,"07000"
11002641,19.38147354125977,-99.18122863769531,"03710"
10918111,19.47816276550293,-99.12484741210938,"07800"
10912025,19.39774131774902,-99.12665557861328,"08230"
10903385,19.30812072753906,-99.12434387207031,"04920"
10787126,19.38516616821289,-99.19932556152344,"01180"
10552505,19.33202934265137,-99.20669555664062,"01900"
10550099,19.3386058807373,-99.21978759765625,"01780"
10535003,19.32185935974121,-99.22418975830078,"10400"
10504328,19.35160827636719,-99.16031646728516,"04100"
10474562,19.45183181762695,-99.21981811523438,"11220"
10469972,19.44443511962891,-99.20497894287109,"00000"
10468961,19.39268684387207,-99.17269897460938,"03100"
10376947,19.32580757141113,-99.15910339355469,"04300"
10376781,19.36527824401855,-99.16830444335938,"03100"
10349006,19.34238052368164,-99.14802551269531,"04370"
10338919,19.35762214660645,-99.15301513671875,"04120"
10332385,19.5084171295166,-99.15166473388672,"07700"
10311674,19.38392066955566,-99.18398284912109,"03700"
10284942,19.40561103820801,-99.13640594482422,"06880"
10249044,19.37200355529785,-99.17082214355469,"03100"
10220736,19.3056526184082,-99.19028472900391,"04500"
10189237,19.40115737915039,-99.25785827636719,"05129"
10176446,19.44889259338379,-99.20836639404297,"11250"
10141560,19.34923362731934,-99.18943023681641,"01000"
10051220,19.42784881591797,-99.20942687988281,"11000"
10040804,19.36233139038086,-99.26659393310547,"05349"
10040243,19.3093090057373,-99.21722412109375,"01900"
10026862,19.34531211853027,-99.23997497558594,"01720"
10026152,19.30806732177734,-99.21680450439453,"14200"
9997164,19.46186447143555,-99.14472198486328,"06430"
9962760,19.42520713806152,-99.08994293212891,"15700"
9962026,19.40588569641113,-99.09776306152344,"08400"
9951123,19.39399909973145,-99.17227935791016,"03100"
9944754,19.43684005737305,-99.20403289794922,"11550"
9940844,19.36343574523926,-99.00473022460938,"00000"
9940830,19.34530830383301,-99.02672576904297,"00000"
9939940,19.30705070495605,-99.04550170898438,"00000"
9939227,19.32942771911621,-99.072265625,"00000"
9938017,19.36125755310059,-99.00081634521484,"00000"
9935080,19.30899047851562,-99.08910369873047,"00000"
9918627,19.43832588195801,-99.20091247558594,"00000"
9912300,19.35880279541016,-99.27768707275391,"00000"
9908202,19.36330413818359,-99.26728820800781,"00000"
9895501,19.43978691101074,-99.18360137939453,"00000"
9850674,19.36545562744141,-99.25942230224609,"00000"
9823738,19.33753776550293,-99.19279479980469,"00000"
9806125,19.43950462341309,-99.17609405517578,"00000"
9804518,19.37711143493652,-99.14033508300781,"00000"
9804157,19.44354248046875,-99.04398345947266,"00000"
9800133,19.44107246398926,-99.04734039306641,"00000"
9799739,19.42963600158691,-99.22358703613281,"00000"
9768185,19.43684959411621,-99.13783264160156,"00000"
9757174,19.39303779602051,-99.17283630371094,"00000"
9731597,19.32236862182617,-99.21396636962891,"00000"
9721800,19.36754035949707,-99.17296600341797,"00000"
9710430,19.48059272766113,-99.17070007324219,"00000"
9573470,19.39107131958008,-99.18882751464844,"00000"
9551764,19.34418296813965,-99.20511627197266,"00000"
9431837,19.36845779418945,-99.16621398925781,"00000"
9379863,19.33121681213379,-99.21005249023438,"00000"
9346870,19.33194732666016,-99.20803070068359,"00000"
9322118,19.47320938110352,-99.17807769775391,"00000"
9278767,19.3201847076416,-99.24204254150391,"00000"
9258234,19.39652824401855,-99.05660247802734,"09210"
9134515,19.33822250366211,-99.18822479248047,"04360"
9035895,19.34771347045898,-99.19927215576172,"01060"
9034450,19.37657928466797,-99.03797149658203,"09230"
9004216,19.39948463439941,-99.06044769287109,"08100"
8949381,19.36022567749023,-99.14324188232422,"03300"
8868943,19.54397392272949,-99.20894622802734,"54000"
8853771,19.33779335021973,-99.18550109863281,"04340"
8762065,19.47959136962891,-99.19895935058594,"02720"
8684532,19.39331245422363,-99.18473815917969,"03800"
8655774,19.48060989379883,-99.14105224609375,"07770"
8633761,19.24644470214844,-99.08013153076172,"16500"
8633559,19.34643363952637,-98.98228454589844,"56400"
8620117,19.43844413757324,-99.20345306396484,"11530"
8543201,19.52520942687988,-99.08615112304688,"55349"
8535676,19.38416481018066,-99.03478240966797,"09230"
8507649,19.48825454711914,-99.10679626464844,"07070"
8490679,19.50189208984375,-99.12206268310547,"07369"
8422952,19.28946685791016,-99.12599182128906,"14390"
8419248,19.46205711364746,-99.14450836181641,"06430"
8341536,19.30182456970215,-99.20845794677734,"14210"
8323627,19.42388916015625,-99.21263885498047,"11000"
8207543,19.37619590759277,-99.18263244628906,"03730"
8039610,19.40821838378906,-99.07484436035156,"08100"
8037549,19.40760231018066,-99.07644653320312,"08500"
7951011,19.30570602416992,-99.20583343505859,"01900"
7929648,19.39231872558594,-99.18850708007812,"03820"
7922552,19.29533958435059,-99.15548706054688,"14050"
7855291,19.3395881652832,-99.14095306396484,"04200"
7844320,19.40321731567383,-99.13379669189453,"06850"
7828115,19.40340232849121,-99.17118835449219,"11800"
7827137,19.4195442199707,-99.16806030273438,"06700"
7826827,19.41594123840332,-99.17098999023438,"06700"
7778497,19.36490821838379,-99.152099609375,"03300"
7755458,19.33181190490723,-99.20636749267578,"01900"
7722313,19.40388870239258,-99.14499664306641,"06880"
7721255,19.40311050415039,-99.160400390625,"06760"
7720255,19.36434364318848,-99.14239501953125,"03570"
7710784,19.40194511413574,-99.18659973144531,"11870"
7660928,19.30641555786133,-99.124267578125,"04920"
7586114,19.28422546386719,-99.18624877929688,"14265"
7562298,19.39825057983398,-99.14598083496094,"03020"
7557994,19.34023666381836,-99.18212890625,"04360"
7545661,19.41031265258789,-99.16829681396484,"06100"
7545533,19.55242538452148,-99.20866394042969,"54020"
7545519,19.39381217956543,-99.17245483398438,"03100"
7545350,19.49110984802246,-99.16863250732422,"02300"
7545091,19.46430015563965,-99.15924072265625,"02860"
7528009,19.41911125183105,-99.19570922851562,"11850"
7500226,19.48697662353516,-99.12373352050781,"07020"
7445674,19.28463745117188,-99.12621307373047,"16010"
7444770,19.2897777557373,-99.15171051025391,"14610"
7442712,19.28995895385742,-99.15172576904297,"14610"
7415483,19.32010841369629,-99.20161437988281,"01900"
7414735,19.28806686401367,-99.133056640625,"14387"
7414400,19.29050064086914,-99.15202331542969,"14370"
7391934,19.38841438293457,-99.17900848388672,"03810"
7157460,19.44272232055664,-99.17510986328125,"11320"
7150357,19.4427661895752,-99.17511749267578,"11320"
7129166,19.4427661895752,-99.17511749267578,"11320"
7105931,19.39901733398438,-99.15077209472656,"03020"
7006485,19.30175971984863,-99.16752624511719,"14030"
6997224,19.27118492126465,-99.13067626953125,"16020"
6962347,19.3220272064209,-99.23340606689453,"10200"
6929923,19.30565643310547,-99.18976593017578,"04500"
6929891,19.44488906860352,-99.08570098876953,"15510"
6874243,19.3599910736084,-99.14246368408203,"03580"
6873139,19.36932373046875,-99.12239837646484,"09440"
6871043,19.39571380615234,-99.17195892333984,"03810"
6857891,19.37295341491699,-99.203369140625,"01400"
6854657,19.37366104125977,-99.23093414306641,"01290"
6847428,19.39678382873535,-99.09830474853516,"08400"
6800373,19.31974220275879,-99.13842010498047,"04620"
6793953,19.45807647705078,-99.0693359375,"07979"
6750454,19.42754554748535,-99.13961029052734,"06000"
6745822,19.49745559692383,-99.16470336914062,"02300"
6672762,19.62195014953613,-99.16371154785156,"54900"
6588180,19.28611946105957,-99.16141510009766,"14080"
6588048,19.28614616394043,-99.16154479980469,"14080"
6586875,19.28619003295898,-99.16168975830078,"14080"
6586838,19.28614044189453,-99.16160583496094,"14080"
6576703,19.48399543762207,-99.21258544921875,"02710"
6566009,19.38650703430176,-99.22334289550781,"01220"
6532181,19.39978981018066,-99.18498229980469,"11800"
6479776,19.37241554260254,-99.15614318847656,"03650"
6470082,19.41679954528809,-99.16715240478516,"06700"
6435929,19.34645462036133,-99.18966674804688,"01000"
6399267,19.28354072570801,-99.19215393066406,"14250"
6399191,19.5127124786377,-99.08724212646484,"55390"
6385036,19.36530685424805,-99.17761993408203,"03240"
