codigo,basureros,reporte_falta_agua,reportesretio,aguaresidual,adecuacinsanitaria,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
3311,0,0,0,1,,1,1,1,5,,0
3313,0,0,0,0,,1,1,1,1,,0
3319,1,1,0,0,,5,4,1,1,,0
3320,0,1,1,0,.9534,1,4,5,1,2,3
3330,0,0,0,0,.9731,1,1,1,1,2,2
3339,0,0,0,0,,1,1,1,1,,0
3340,0,0,3,0,.9962,1,1,5,1,1,2
3400,1,0,2,0,.9947,5,1,5,1,1,2
3400,1,0,2,0,.9947,5,1,5,1,1,2
3410,0,1,0,0,.9913,1,4,1,1,1,2
3420,0,1,0,0,.9956,1,4,1,1,1,2
3430,0,0,1,0,.9921,1,1,5,1,1,2
3440,0,3,0,1,.9638,1,4,1,5,2,3
3500,1,10,4,0,.9941,5,5,5,1,1,2
3510,0,8,0,0,.9944,1,5,1,1,1,2
3520,0,1,1,0,.9967,1,4,5,1,1,2
3530,1,0,1,0,.9901,5,1,5,1,2,3
3540,0,2,1,0,.9935000000000001,1,4,5,1,1,2
3550,0,2,0,0,.9921,1,4,1,1,1,2
3560,0,0,0,0,.9925000000000001,1,1,1,1,1,1
3570,0,21,1,0,.9929,1,5,5,1,1,2
3580,0,1,1,0,.9937,1,4,5,1,1,2
3590,0,1,3,0,1,1,4,5,1,1,2
3600,0,5,0,0,.9943,1,5,1,1,1,2
3610,0,38,0,0,.9913,1,5,1,1,1,2
3620,0,0,0,0,.9935000000000001,1,1,1,1,1,1
3630,0,6,0,0,.9896,1,5,1,1,2,2
3640,0,6,0,0,1,1,5,1,1,1,2
3650,1,1,2,0,.9992,5,4,5,1,1,2
3660,1,7,0,0,.9876,5,5,1,1,2,3
3700,0,1,1,0,.9959,1,4,5,1,1,2
3710,1,1,2,0,.9893,5,4,5,1,2,3
3720,0,0,0,0,.9999,1,1,1,1,1,1
3730,0,1,1,0,.9804000000000001,1,4,5,1,2,3
3740,0,6,0,0,.9976,1,5,1,1,1,2
3800,0,0,5,0,.9966,1,1,5,1,1,2
3809,0,0,0,0,,1,1,1,1,,0
3810,1,6,2,0,.9975000000000001,5,5,5,1,1,2
3818,0,0,0,0,,1,1,1,1,,0
3819,0,0,0,0,,1,1,1,1,,0
3820,0,3,2,0,.9863,1,4,5,1,2,3
3840,0,0,0,0,.9887,1,1,1,1,2,2
3849,0,0,0,0,,1,1,1,1,,0
3900,0,0,0,0,.9964,1,1,1,1,1,1
3910,0,3,3,0,.992,1,4,5,1,1,2
3920,1,7,1,0,.9986,5,5,5,1,1,2
3930,0,3,1,0,.9961,1,4,5,1,1,2
3940,0,0,0,0,.9953,1,1,1,1,1,1
3949,0,0,0,0,,1,1,1,1,,0
4000,0,21,0,0,.9921,1,5,1,1,1,2
4009,0,0,0,0,,1,1,1,1,,0
4010,0,0,2,0,.9866,1,1,5,1,2,2
4020,0,1,0,0,.9971,1,4,1,1,1,2
4030,0,0,0,0,.9758,1,1,1,1,2,2
4040,0,10,1,0,.9975000000000001,1,5,5,1,1,2
4100,0,16,1,0,.9919,1,5,5,1,1,2
4110,0,1,0,0,,1,4,1,1,,0
4120,0,0,0,0,.9628,1,1,1,1,2,2
4120,0,0,0,0,.9733000000000001,1,1,1,1,2,2
4129,0,0,0,0,,1,1,1,1,,0
4200,0,2,1,0,.9973,1,4,5,1,1,2
4210,0,0,0,0,.9982,1,1,1,1,1,1
4230,0,4,0,0,.9791,1,4,1,1,2,2
4239,0,0,0,0,,1,1,1,1,,0
4240,0,0,0,0,.9664,1,1,1,1,2,2
4250,0,1,0,0,.9928,1,4,1,1,1,2
4259,0,0,0,0,,1,1,1,1,,0
4260,0,0,0,0,.8619,1,1,1,1,4,4
4260,0,0,0,0,.6635,1,1,1,1,5,5
4260,0,0,0,0,.8879,1,1,1,1,4,4
4260,0,0,0,0,.8821,1,1,1,1,4,4
4270,0,0,1,0,,1,1,5,1,,0
4280,0,0,1,0,,1,1,5,1,,0
4300,0,560,1,0,.8315,1,5,5,1,4,4
4307,0,7,0,0,,1,5,1,1,,0
4309,0,0,0,0,,1,1,1,1,,0
4310,0,8,0,0,.9957,1,5,1,1,1,2
4310,0,8,0,0,,1,5,1,1,,0
4317,0,0,0,0,,1,1,1,1,,0
4318,0,0,0,0,.9915000000000001,1,1,1,1,1,1
4319,0,0,0,0,,1,1,1,1,,0
4319,0,0,0,0,,1,1,1,1,,0
4320,0,0,0,0,.9992,1,1,1,1,1,1
4320,0,0,0,0,.8263,1,1,1,1,4,4
4320,0,0,0,0,.9957,1,1,1,1,1,1
4326,0,0,0,0,,1,1,1,1,,0
4327,0,0,0,0,,1,1,1,1,,0
4330,1,0,0,0,.9912,5,1,1,1,1,2
4330,1,0,0,0,,5,1,1,1,,0
4330,1,0,0,0,.9521,5,1,1,1,2,3
4330,1,0,0,0,,5,1,1,1,,0
4330,1,0,0,0,,5,1,1,1,,0
4330,1,0,0,0,,5,1,1,1,,0
4330,1,0,0,0,.9965000000000001,5,1,1,1,1,2
4336,0,0,0,0,,1,1,1,1,,0
4337,0,0,0,0,,1,1,1,1,,0
4338,0,0,0,0,,1,1,1,1,,0
4340,0,0,0,0,,1,1,1,1,,0
4340,0,0,0,0,.9956,1,1,1,1,1,1
4340,0,0,0,0,,1,1,1,1,,0
4350,0,1,0,0,,1,4,1,1,,0
4350,0,1,0,0,,1,4,1,1,,0
4350,0,1,0,0,,1,4,1,1,,0
4350,0,1,0,0,,1,4,1,1,,0
4350,0,1,0,0,,1,4,1,1,,0
4359,0,0,0,0,,1,1,1,1,,0
4360,1,0,0,0,.8456,5,1,1,1,4,4
4360,1,0,0,0,.9948,5,1,1,1,1,2
4368,0,0,0,0,,1,1,1,1,,0
4369,0,17,1,0,.8433000000000001,1,5,5,1,4,4
4370,0,0,0,0,.9867,1,1,1,1,2,2
4370,0,0,0,0,.9962,1,1,1,1,1,1
4370,0,0,0,0,,1,1,1,1,,0
4380,0,0,0,0,.9273,1,1,1,1,3,3
4380,0,0,0,0,1,1,1,1,1,1,1
4390,0,0,0,0,.9351,1,1,1,1,3,3
4390,0,0,0,0,.8192,1,1,1,1,4,4
4400,0,1,0,0,.9992,1,4,1,1,1,2
4410,0,2,0,0,,1,4,1,1,,0
4410,0,2,0,0,.9906,1,4,1,1,1,2
4420,0,0,0,0,.9787,1,1,1,1,2,2
4440,0,0,0,0,.9983,1,1,1,1,1,1
4440,0,0,0,0,1,1,1,1,1,1,1
4440,0,0,0,0,1,1,1,1,1,1,1
4450,0,0,0,0,1,1,1,1,1,1,1
4460,1,0,0,0,.9957,5,1,1,1,1,2
4460,1,0,0,0,.9957,5,1,1,1,1,2
4470,0,0,0,0,.9915000000000001,1,1,1,1,1,1
4470,0,0,0,0,.9855,1,1,1,1,2,2
4480,0,0,0,0,.9923,1,1,1,1,1,1
4480,0,0,0,0,.9979,1,1,1,1,1,1
4480,0,0,0,0,.9829,1,1,1,1,2,2
4480,0,0,0,0,.9983,1,1,1,1,1,1
4489,0,1,0,0,.9984,1,4,1,1,1,2
4490,0,0,0,0,.9986,1,1,1,1,1,1
4490,0,0,0,0,.9952,1,1,1,1,1,1
4500,0,7,5,0,.9985000000000001,1,5,5,1,1,2
4510,0,0,0,0,,1,1,1,1,,0
4513,0,0,0,0,,1,1,1,1,,0
4513,0,0,0,0,,1,1,1,1,,0
4519,0,0,0,0,.9757,1,1,1,1,2,2
4530,0,2,3,0,.9977,1,4,5,1,1,2
4535,0,0,0,0,,1,1,1,1,,0
4600,0,156,2,0,.8723,1,5,5,1,4,4
4610,0,0,1,0,.9892,1,1,5,1,2,2
4620,0,20,3,0,.9499,1,5,5,1,3,3
4630,0,304,0,0,.8579,1,5,1,1,4,4
4640,1,1,0,0,.9975000000000001,5,4,1,1,1,2
4650,1,0,0,0,.865,5,1,1,1,4,4
4650,1,0,0,0,,5,1,1,1,,0
4660,0,0,0,0,,1,1,1,1,,0
4660,0,0,0,0,1,1,1,1,1,1,1
4700,1,1,0,0,.9985000000000001,5,4,1,1,1,2
4700,1,1,0,0,,5,4,1,1,,0
4710,0,4,0,0,.9956,1,4,1,1,1,2
4718,0,0,0,0,,1,1,1,1,,0
4719,1,1,0,0,,5,4,1,1,,0
4719,1,1,0,0,,5,4,1,1,,0
4720,0,0,0,0,,1,1,1,1,,0
4729,0,0,0,0,,1,1,1,1,,0
4730,0,0,0,0,.9721,1,1,1,1,2,2
4730,0,0,0,0,1,1,1,1,1,1,1
4738,0,0,0,0,,1,1,1,1,,0
4738,0,0,0,0,,1,1,1,1,,0
4739,0,0,2,0,.9769,1,1,5,1,2,2
4800,0,0,0,0,1,1,1,1,1,1,1
4800,0,0,0,0,.9988,1,1,1,1,1,1
4810,0,0,0,0,.999,1,1,1,1,1,1
4815,0,10,0,0,,1,5,1,1,,0
4830,0,4,0,0,.9911,1,4,1,1,1,2
4830,0,4,0,0,,1,4,1,1,,0
4840,0,5,0,0,,1,5,1,1,,0
4843,0,0,0,0,,1,1,1,1,,0
4849,0,0,0,0,,1,1,1,1,,0
4850,0,0,0,0,,1,1,1,1,,0
4859,0,0,0,0,,1,1,1,1,,0
4870,0,2,0,0,,1,4,1,1,,0
4870,0,2,0,0,.9857,1,4,1,1,2,2
4890,0,0,0,0,.9958,1,1,1,1,1,1
4890,0,0,0,0,.9958,1,1,1,1,1,1
4890,0,0,0,0,.9986,1,1,1,1,1,1
4899,0,2,0,0,.9616,1,4,1,1,2,2
4908,0,0,0,0,,1,1,1,1,,0
4909,0,0,0,0,.9978,1,1,1,1,1,1
4909,0,0,0,0,.9977,1,1,1,1,1,1
4909,0,0,0,0,.9984,1,1,1,1,1,1
4910,0,1,2,0,.8785,1,4,5,1,4,4
4918,0,2,0,0,.9977,1,4,1,1,1,2
4919,0,0,0,0,.974,1,1,1,1,2,2
4920,0,11,8,0,.9995000000000001,1,5,5,1,1,2
4921,0,1,0,0,,1,4,1,1,,0
4929,0,0,0,0,1,1,1,1,1,1,1
4930,0,0,1,0,1,1,1,5,1,1,2
4938,0,1,0,0,.9992,1,4,1,1,1,2
4939,0,0,0,0,.9991,1,1,1,1,1,1
4940,0,0,0,0,1,1,1,1,1,1,1
4950,0,0,0,0,.9991,1,1,1,1,1,1
4960,0,0,0,0,.9985000000000001,1,1,1,1,1,1
4970,0,0,0,0,.9982,1,1,1,1,1,1
4980,0,0,0,0,.9339,1,1,1,1,3,3
4980,0,0,0,0,.9819,1,1,1,1,2,2
4980,0,0,0,0,,1,1,1,1,,0
5000,0,128,0,0,.9008000000000001,1,5,1,1,4,4
5009,0,7,0,0,,1,5,1,1,,0
5010,0,15,0,0,.7108,1,5,1,1,5,5
5020,0,5,0,0,.728,1,5,1,1,5,5
5030,0,0,0,0,.908,1,1,1,1,3,3
5030,0,0,0,0,.9188,1,1,1,1,3,3
5039,0,0,0,1,,1,1,1,5,,0
5050,1,0,0,1,.5853,5,1,1,5,5,5
5050,1,0,0,1,.5853,5,1,1,5,5,5
5060,0,0,0,0,,1,1,1,1,,0
5100,0,49,0,0,.8959,1,5,1,1,4,4
5109,0,0,1,0,,1,1,5,1,,0
5110,0,9,1,0,.896,1,5,5,1,4,4
5118,0,2,0,0,.9187,1,4,1,1,3,3
5119,0,4,0,0,.9822,1,4,1,1,2,2
5120,1,0,1,1,.9574,5,1,5,5,2,3
5120,1,0,1,1,.9574,5,1,5,5,2,3
5126,0,0,0,0,,1,1,1,1,,0
5128,0,0,0,0,,1,1,1,1,,0
5129,1,0,1,0,.9011,5,1,5,1,4,4
5129,1,0,1,0,.9011,5,1,5,1,4,4
5129,1,0,1,0,.9011,5,1,5,1,4,4
5130,0,1,0,0,,1,4,1,1,,0
5200,0,33,0,0,.9699,1,5,1,1,2,2
5214,0,0,0,0,,1,1,1,1,,0
5219,0,2,0,0,.9503,1,4,1,1,3,3
5220,0,0,0,0,.969,1,1,1,1,2,2
5230,0,0,1,0,.9514,1,1,5,1,2,2
5238,0,0,0,0,,1,1,1,1,,0
5240,0,1,0,0,.9868,1,4,1,1,2,2
5249,0,0,0,0,,1,1,1,1,,0
5260,0,23,1,0,.907,1,5,5,1,3,3
5268,0,0,0,0,,1,1,1,1,,0
5269,0,2,0,0,.7452,1,4,1,1,5,5
5270,0,6,0,0,.9372,1,5,1,1,3,3
5280,0,2,0,0,.8701,1,4,1,1,4,4
5310,0,4,0,0,.9576,1,4,1,1,2,2
5320,0,7,0,1,.9692,1,5,1,5,2,3
5330,0,0,0,0,.9499,1,1,1,1,3,3
5330,0,0,0,0,.9111,1,1,1,1,3,3
5330,0,0,0,0,.9156,1,1,1,1,3,3
5330,0,0,0,0,,1,1,1,1,,0
5348,0,11,0,0,.983,1,5,1,1,2,2
5349,0,0,1,0,,1,1,5,1,,0
5360,0,0,0,0,.9385,1,1,1,1,3,3
5370,0,1,1,0,.8909,1,4,5,1,4,4
5379,0,1,0,0,.8186,1,4,1,1,4,4
5400,0,19,0,0,.8744,1,5,1,1,4,4
5410,0,0,0,0,.7533,1,1,1,1,5,5
5410,0,0,0,0,.6242,1,1,1,1,5,5
5500,0,34,0,0,.9083,1,5,1,1,3,3
5501,1,0,0,0,,5,1,1,1,,0
5520,0,2,0,0,,1,4,1,1,,0
5530,0,5,0,0,.9277,1,5,1,1,3,3
5600,1,0,0,0,.7937,5,1,1,1,5,5
5600,1,0,0,0,.7937,5,1,1,1,5,5
5610,0,1,0,0,.4637,1,4,1,1,5,5
5619,0,0,0,0,,1,1,1,1,,0
5620,0,2,0,0,,1,4,1,1,,0
5700,0,18,1,0,,1,5,5,1,,0
5710,0,111,0,0,.7665,1,5,1,1,5,5
5730,0,35,0,0,.7992,1,5,1,1,5,5
5750,0,141,0,0,.6261,1,5,1,1,5,5
5760,0,4,0,0,.6705,1,4,1,1,5,5
5780,0,0,0,0,.5859,1,1,1,1,5,5
6000,0,10,6,0,.9358,1,5,5,1,3,3
6010,0,7,0,0,.9358,1,5,1,1,3,3
6018,0,0,0,0,,1,1,1,1,,0
6020,0,0,0,0,.9358,1,1,1,1,3,3
6030,0,0,0,0,.9769,1,1,1,1,2,2
6038,0,0,0,0,,1,1,1,1,,0
6039,0,0,0,0,,1,1,1,1,,0
6040,0,0,0,0,.9358,1,1,1,1,3,3
6050,0,0,0,0,.9358,1,1,1,1,3,3
6057,0,0,0,0,,1,1,1,1,,0
6058,0,0,0,0,,1,1,1,1,,0
6060,0,0,0,0,.9358,1,1,1,1,3,3
6065,0,0,0,0,,1,1,1,1,,0
6066,0,0,0,0,,1,1,1,1,,0
6067,0,0,0,0,,1,1,1,1,,0
6068,0,0,0,0,,1,1,1,1,,0
6070,0,0,0,0,.9358,1,1,1,1,3,3
6079,0,0,0,0,,1,1,1,1,,0
6080,0,0,0,0,.9358,1,1,1,1,3,3
6090,0,0,0,0,.9358,1,1,1,1,3,3
6100,0,0,3,0,.997,1,1,5,1,1,2
6140,0,0,1,0,.997,1,1,5,1,1,2
6170,0,0,0,0,.9974,1,1,1,1,1,1
6171,0,0,0,0,,1,1,1,1,,0
6179,0,0,0,0,,1,1,1,1,,0
6199,0,0,0,0,,1,1,1,1,,0
6200,0,2,0,0,,1,4,1,1,,0
6200,0,2,0,0,.9699,1,4,1,1,2,2
6220,0,3,0,0,.9758,1,4,1,1,2,2
6240,0,1,1,0,.9658,1,4,5,1,2,3
6250,0,0,0,0,.9761,1,1,1,1,2,2
6270,0,1,0,0,.9712,1,4,1,1,2,2
6280,0,0,0,0,.9756,1,1,1,1,2,2
6300,0,2,3,0,.9728,1,4,5,1,2,3
6302,1,0,0,1,,5,1,1,5,,0
6309,0,0,0,0,,1,1,1,1,,0
6350,0,0,0,0,.9752,1,1,1,1,2,2
6357,0,0,0,0,,1,1,1,1,,0
6400,0,7,2,0,.9728,1,5,5,1,2,3
6430,0,1,2,0,.9983,1,4,5,1,1,2
6450,0,21,3,0,.9598,1,5,5,1,2,3
6470,1,0,1,0,.9877,5,1,5,1,2,3
6470,1,0,1,0,.9877,5,1,5,1,2,3
6479,0,0,0,0,,1,1,1,1,,0
6500,0,12,2,0,.9959,1,5,5,1,1,2
6589,0,0,0,0,,1,1,1,1,,0
6597,0,0,0,0,,1,1,1,1,,0
6598,0,0,0,0,,1,1,1,1,,0
6599,0,0,0,0,,1,1,1,1,,0
6600,0,46,5,1,.9824000000000001,1,5,5,5,2,3
6606,0,0,0,0,,1,1,1,1,,0
6609,0,0,0,0,,1,1,1,1,,0
6691,0,0,0,0,,1,1,1,1,,0
6692,0,0,0,0,,1,1,1,1,,0
6693,0,0,0,0,,1,1,1,1,,0
6694,0,0,0,0,,1,1,1,1,,0
6695,0,0,0,0,,1,1,1,1,,0
6696,0,0,0,0,,1,1,1,1,,0
6698,0,0,0,0,,1,1,1,1,,0
6699,0,0,0,0,,1,1,1,1,,0
6700,1,2,7,0,.9769,5,4,5,1,2,3
6703,1,0,0,0,,5,1,1,1,,0
6704,0,0,0,0,,1,1,1,1,,0
6707,0,0,0,0,,1,1,1,1,,0
6720,0,3,3,0,.9825,1,4,5,1,2,3
6724,0,0,0,0,,1,1,1,1,,0
6725,0,0,0,0,,1,1,1,1,,0
6727,0,0,0,0,,1,1,1,1,,0
6728,0,0,0,0,,1,1,1,1,,0
6729,0,0,0,0,,1,1,1,1,,0
6740,0,0,0,0,,1,1,1,1,,0
6760,1,0,2,0,.992,5,1,5,1,1,2
6760,1,0,2,0,.992,5,1,5,1,1,2
6760,1,0,2,0,.992,5,1,5,1,1,2
6780,0,0,3,0,.9679,1,1,5,1,2,2
6796,0,0,0,0,,1,1,1,1,,0
6797,0,0,0,0,,1,1,1,1,,0
6798,0,0,0,0,,1,1,1,1,,0
6800,0,0,2,0,.9801,1,1,5,1,2,2
6820,0,2,1,0,.978,1,4,5,1,2,3
6840,0,0,0,0,.9767,1,1,1,1,2,2
6850,0,0,2,0,.967,1,1,5,1,2,2
6860,0,0,1,0,.9622000000000001,1,1,5,1,2,2
6870,0,0,0,0,.9549,1,1,1,1,2,2
6880,0,0,2,0,.9872,1,1,5,1,2,2
6890,0,0,0,0,.9626,1,1,1,1,2,2
6900,0,2,2,0,.9988,1,4,5,1,1,2
6920,0,0,1,0,.9674,1,1,5,1,2,2
6995,0,0,0,0,,1,1,1,1,,0
7000,0,40,2,0,.9693000000000001,1,5,5,1,2,3
7010,0,0,0,0,.9287,1,1,1,1,3,3
7010,0,0,0,0,.7843,1,1,1,1,5,5
7010,0,0,0,0,.8036,1,1,1,1,5,5
7020,0,16,1,0,.9905000000000001,1,5,5,1,2,3
7040,0,1,0,0,.9051,1,4,1,1,3,3
7050,0,21,0,0,.8042,1,5,1,1,5,5
7058,0,1,0,0,.8857,1,4,1,1,4,4
7059,0,5,0,0,,1,5,1,1,,0
7060,0,1,0,0,.9091,1,4,1,1,3,3
7069,0,0,0,0,.9382,1,1,1,1,3,3
7070,0,0,0,0,.6687,1,1,1,1,5,5
7070,0,0,0,0,.86,1,1,1,1,4,4
7070,0,0,0,0,.9274,1,1,1,1,3,3
7080,0,3,0,0,.7744,1,4,1,1,5,5
7089,0,1,0,0,.8385,1,4,1,1,4,4
7090,0,0,0,0,.995,1,1,1,1,1,1
7090,0,0,0,0,.9974,1,1,1,1,1,1
7100,0,0,0,0,.8864,1,1,1,1,4,4
7100,0,0,0,0,.8013,1,1,1,1,5,5
7109,0,2,0,0,.9065,1,4,1,1,3,3
7110,0,0,0,0,.7734,1,1,1,1,5,5
7119,0,0,0,0,.7389,1,1,1,1,5,5
7119,0,0,0,0,.625,1,1,1,1,5,5
7130,0,0,0,0,.8525,1,1,1,1,4,4
7130,0,0,0,0,.8244,1,1,1,1,4,4
7140,0,0,0,0,.8132,1,1,1,1,4,4
7140,0,0,0,0,.8443000000000001,1,1,1,1,4,4
7140,0,0,0,0,.5166,1,1,1,1,5,5
7140,0,0,0,0,.8274,1,1,1,1,4,4
7144,0,0,0,0,.7243000000000001,1,1,1,1,5,5
7144,0,0,0,0,.6721,1,1,1,1,5,5
7149,0,0,0,0,.8106,1,1,1,1,5,5
7150,0,0,0,0,.765,1,1,1,1,5,5
7150,0,0,0,0,.7962,1,1,1,1,5,5
7160,0,24,0,0,.8616,1,5,1,1,4,4
7164,0,0,0,0,.7664,1,1,1,1,5,5
7164,0,0,0,0,.9685,1,1,1,1,2,2
7164,0,0,0,0,.7531,1,1,1,1,5,5
7164,0,0,0,0,.6861,1,1,1,1,5,5
7170,0,10,0,0,.8266,1,5,1,1,4,4
7180,0,0,0,0,.8802,1,1,1,1,4,4
7180,0,0,0,0,.7719,1,1,1,1,5,5
7180,0,0,0,0,.7724,1,1,1,1,5,5
7183,0,3,0,0,.608,1,4,1,1,5,5
7187,0,1,0,0,.5914,1,4,1,1,5,5
7188,0,10,0,0,.7023,1,5,1,1,5,5
7189,0,1,0,0,.6335,1,4,1,1,5,5
7190,0,27,0,0,.8586,1,5,1,1,4,4
7199,0,1,0,0,.7516000000000001,1,4,1,1,5,5
7200,0,22,0,0,.8515,1,5,1,1,4,4
7207,0,1,0,0,.9095,1,4,1,1,3,3
7208,0,0,0,0,,1,1,1,1,,0
7209,0,1,0,0,.904,1,4,1,1,3,3
7210,0,14,0,0,.8842,1,5,1,1,4,4
7214,0,1,0,0,.7989000000000001,1,4,1,1,5,5
7220,0,0,0,0,.8311,1,1,1,1,4,4
7220,0,0,0,0,.8604000000000001,1,1,1,1,4,4
7224,0,0,0,0,.5387,1,1,1,1,5,5
7230,0,11,0,0,.9343,1,5,1,1,3,3
7239,0,0,0,0,.9523,1,1,1,1,2,2
7240,0,2,0,0,.8361,1,4,1,1,4,4
7248,0,0,0,0,,1,1,1,1,,0
7248,0,0,0,0,,1,1,1,1,,0
7248,0,0,0,0,,1,1,1,1,,0
7248,0,0,0,0,,1,1,1,1,,0
7248,0,0,0,0,,1,1,1,1,,0
7249,0,0,0,0,,1,1,1,1,,0
7249,0,0,0,0,,1,1,1,1,,0
7250,0,2,0,0,.8288,1,4,1,1,4,4
7259,0,0,0,0,.7063,1,1,1,1,5,5
7268,0,5,0,0,.9879,1,5,1,1,2,2
7269,0,0,0,0,,1,1,1,1,,0
7270,0,0,0,0,.9988,1,1,1,1,1,1
7279,0,8,0,0,.9955000000000001,1,5,1,1,1,2
7280,0,14,0,0,,1,5,1,1,,0
7280,0,14,0,0,.9639,1,5,1,1,2,2
7290,0,4,0,0,.8198,1,4,1,1,4,4
7300,0,0,0,0,.9569,1,1,1,1,2,2
7300,0,0,0,0,.9985000000000001,1,1,1,1,1,1
7309,0,0,0,0,,1,1,1,1,,0
7310,0,6,0,0,.7508,1,5,1,1,5,5
7320,0,0,0,0,.9555,1,1,1,1,2,2
7320,0,0,0,0,,1,1,1,1,,0
7320,0,0,0,0,.9989,1,1,1,1,1,1
7320,0,0,0,0,.9989,1,1,1,1,1,1
7323,0,0,0,0,,1,1,1,1,,0
7326,0,0,0,0,,1,1,1,1,,0
7327,0,0,0,0,,1,1,1,1,,0
7328,0,0,0,0,,1,1,1,1,,0
