codigo,basureros,rank_basureros,reporte_falta_agua,rank_reporteagua,reportesretio,rank_reporteretio,aguaresidual,rank_aguaresidual,adecuacinsanitaria,rank_adecuacionsanitaria,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
6270,0,1,1,2,0,1,0,1,.97119999,4,1,4,1,1,3,2
6280,0,1,0,1,0,1,0,1,.9756,4,1,1,1,1,3,2
6300,0,1,2,3,3,5,0,1,.97280002,4,1,4,5,1,3,3
6302,1,5,0,1,0,,1,5,1,,5,1,1,5,2,4
6309,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6350,0,1,0,1,0,1,0,1,.9752,4,1,1,1,1,3,2
6357,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6400,0,1,7,4,2,5,0,1,.97280002,4,1,5,5,1,3,3
6430,0,1,1,2,2,5,0,1,.99830002,5,1,4,5,1,2,3
6450,0,1,21,5,3,5,0,1,.9598,4,1,5,5,1,3,3
6470,1,5,0,,1,4,0,1,.98769999,4,5,1,5,1,2,3
6470,1,5,0,,1,4,0,1,.98769999,4,5,1,5,1,2,3
6479,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6500,0,1,12,4,2,5,0,1,.99589998,5,1,5,5,1,2,3
6589,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6597,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6598,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6599,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6600,0,1,46,5,5,5,1,5,.9824,4,1,5,5,5,3,4
6606,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6609,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6691,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6692,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6693,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6694,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6695,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6696,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6698,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6699,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6700,1,5,2,3,7,5,0,1,.97689998,4,5,4,5,1,3,4
6703,1,5,0,1,0,,0,1,1,,5,1,1,1,2,3
6704,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6707,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6720,0,1,3,3,3,5,0,1,.98250002,4,1,4,5,1,3,3
6724,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6725,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6727,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6728,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6729,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6740,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6760,1,5,0,,2,5,0,1,.99199998,5,5,1,5,1,2,3
6760,1,5,0,,2,5,0,1,.99199998,5,5,1,5,1,2,3
6760,1,5,0,,2,5,0,1,.99199998,5,5,1,5,1,2,3
6780,0,1,0,1,3,5,0,1,.96789998,4,1,1,5,1,3,3
6796,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6797,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6798,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6800,0,1,0,1,2,5,0,1,.98009998,4,1,1,5,1,3,3
6820,0,1,2,3,1,4,0,1,.97799999,4,1,4,5,1,3,3
6840,0,1,0,1,0,1,0,1,.97670001,4,1,1,1,1,3,2
6850,0,1,0,1,2,5,0,1,.96700001,4,1,1,5,1,3,3
6860,0,1,0,1,1,4,0,1,.96219999,4,1,1,5,1,3,3
6870,0,1,0,1,0,1,0,1,.95490003,4,1,1,1,1,3,2
6880,0,1,0,1,2,5,0,1,.98720002,4,1,1,5,1,2,2
6890,0,1,0,1,0,1,0,1,.96259999,4,1,1,1,1,3,2
6900,0,1,2,3,2,5,0,1,.99879998,5,1,4,5,1,2,3
6920,0,1,0,1,1,4,0,1,.96740001,4,1,1,5,1,3,3
6995,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7000,0,1,40,5,2,5,0,1,.96929997,4,1,5,5,1,3,3
7010,0,1,0,,0,,0,1,.92869997,3,1,1,1,1,4,2
7010,0,1,0,,0,,0,1,.78430003,1,1,1,1,1,5,2
7010,0,1,0,,0,,0,1,.80360001,1,1,1,1,1,5,2
7020,0,1,16,4,1,4,0,1,.99049997,5,1,5,5,1,2,3
7040,0,1,1,2,0,1,0,1,.90509999,3,1,4,1,1,4,3
7050,0,1,21,5,0,1,0,1,.80419999,1,1,5,1,1,5,3
7058,0,1,1,2,0,1,0,1,.88569999,2,1,4,1,1,4,3
7059,0,,5,4,0,1,0,,1,,1,5,1,1,2,2
7060,0,1,1,2,0,1,0,1,.9091,3,1,4,1,1,4,3
7069,0,1,0,1,0,1,0,1,.9382,3,1,1,1,1,3,2
7070,0,1,0,,0,,0,1,.86000001,2,1,1,1,1,4,2
7070,0,1,0,,0,,0,1,.66869998,1,1,1,1,1,5,2
7070,0,1,0,,0,,0,1,.92739999,3,1,1,1,1,4,2
7080,0,1,3,3,0,1,0,1,.7744,1,1,4,1,1,5,3
7089,0,1,1,2,0,1,0,1,.83850002,2,1,4,1,1,5,3
7090,0,1,0,,0,,0,1,.99739999,5,1,1,1,1,2,2
7090,0,1,0,,0,,0,1,.995,5,1,1,1,1,2,2
7100,0,1,0,,0,,0,1,.80129999,1,1,1,1,1,5,2
7100,0,1,0,,0,,0,1,.88639998,2,1,1,1,1,4,2
7109,0,1,2,3,0,1,0,1,.90649998,3,1,4,1,1,4,3
7110,0,1,0,1,0,1,0,1,.77340001,1,1,1,1,1,5,2
7119,0,1,0,,0,,0,1,.73890001,1,1,1,1,1,5,2
7119,0,1,0,,0,,0,1,.625,1,1,1,1,1,5,2
7130,0,1,0,,0,,0,1,.82440001,2,1,1,1,1,5,2
7130,0,1,0,,0,,0,1,.85250002,2,1,1,1,1,4,2
7140,0,1,0,,0,,0,1,.51660001,1,1,1,1,1,5,2
7140,0,1,0,,0,,0,1,.84429997,2,1,1,1,1,4,2
7140,0,1,0,,0,,0,1,.82740003,2,1,1,1,1,5,2
7140,0,1,0,,0,,0,1,.8132,2,1,1,1,1,5,2
7144,0,1,0,,0,,0,1,.67210001,1,1,1,1,1,5,2
7144,0,1,0,,0,,0,1,.72430003,1,1,1,1,1,5,2
7149,0,1,0,1,0,1,0,1,.81059998,2,1,1,1,1,5,2
7150,0,1,0,,0,,0,1,.76499999,1,1,1,1,1,5,2
7150,0,1,0,,0,,0,1,.79619998,1,1,1,1,1,5,2
7160,0,1,24,5,0,1,0,1,.86159998,2,1,5,1,1,4,3
7164,0,1,0,,0,,0,1,.75309998,1,1,1,1,1,5,2
7164,0,1,0,,0,,0,1,.68610001,1,1,1,1,1,5,2
7164,0,1,0,,0,,0,1,.76639998,1,1,1,1,1,5,2
7164,0,1,0,,0,,0,1,.96850002,4,1,1,1,1,3,2
7170,0,1,10,4,0,1,0,1,.82660002,2,1,5,1,1,5,3
7180,0,1,0,,0,,0,1,.88020003,2,1,1,1,1,4,2
7180,0,1,0,,0,,0,1,.77240002,1,1,1,1,1,5,2
7180,0,1,0,,0,,0,1,.7719,1,1,1,1,1,5,2
7183,0,1,3,3,0,1,0,1,.60799998,1,1,4,1,1,5,3
7187,0,1,1,2,0,1,0,1,.59140003,1,1,4,1,1,5,3
7188,0,1,10,4,0,1,0,1,.70230001,1,1,5,1,1,5,3
7189,0,1,1,2,0,1,0,1,.63349998,1,1,4,1,1,5,3
7190,0,1,27,5,0,1,0,1,.85860002,2,1,5,1,1,4,3
7199,0,1,1,2,0,1,0,1,.75160003,1,1,4,1,1,5,3
7200,0,1,22,5,0,1,0,1,.85149997,2,1,5,1,1,4,3
7207,0,1,1,2,0,1,0,1,.9095,3,1,4,1,1,4,3
7208,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7209,0,1,1,2,0,1,0,1,.90399998,3,1,4,1,1,4,3
7210,0,1,14,4,0,1,0,1,.88419998,2,1,5,1,1,4,3
7214,0,1,1,2,0,1,0,1,.79890001,1,1,4,1,1,5,3
7220,0,1,0,,0,,0,1,.83109999,2,1,1,1,1,5,2
7220,0,1,0,,0,,0,1,.86040002,2,1,1,1,1,4,2
7224,0,1,0,1,0,1,0,1,.53869998,1,1,1,1,1,5,2
7230,0,1,11,4,0,1,0,1,.93430001,3,1,5,1,1,3,2
7239,0,1,0,1,0,1,0,1,.95230001,4,1,1,1,1,3,2
7240,0,1,2,3,0,1,0,1,.83609998,2,1,4,1,1,5,3
7248,0,,0,,0,,0,,1,,1,1,1,1,2,2
7248,0,,0,,0,,0,,1,,1,1,1,1,2,2
7248,0,,0,,0,,0,,1,,1,1,1,1,2,2
7248,0,,0,,0,,0,,1,,1,1,1,1,2,2
7248,0,,0,,0,,0,,1,,1,1,1,1,2,2
7249,0,,0,,0,,0,,1,,1,1,1,1,2,2
7249,0,,0,,0,,0,,1,,1,1,1,1,2,2
7250,0,1,2,3,0,1,0,1,.82880002,2,1,4,1,1,5,3
7259,0,1,0,1,0,1,0,1,.70630002,1,1,1,1,1,5,2
7268,0,1,5,4,0,1,0,1,.98790002,4,1,5,1,1,2,2
7269,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7270,0,1,0,1,0,1,0,1,.99879998,5,1,1,1,1,2,2
7279,0,1,8,4,0,1,0,1,.99550003,5,1,5,1,1,2,2
7280,0,1,14,4,0,,0,1,.96390003,4,1,5,1,1,3,2
7280,0,1,14,4,0,,0,1,.96390003,4,1,5,1,1,3,2
7290,0,1,4,4,0,1,0,1,.81980002,2,1,4,1,1,5,3
7300,0,1,0,,0,,0,1,.9569,4,1,1,1,1,3,2
7300,0,1,0,,0,,0,1,.99849999,5,1,1,1,1,2,2
7309,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7310,0,1,6,4,0,1,0,1,.75080001,1,1,5,1,1,5,3
7320,0,1,0,,0,,0,1,.95550001,4,1,1,1,1,3,2
7320,0,1,0,,0,,0,1,.9989,5,1,1,1,1,2,2
7320,0,1,0,,0,,0,1,.9989,5,1,1,1,1,2,2
7320,0,1,0,,0,,0,1,.9989,5,1,1,1,1,2,2
7323,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7326,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7327,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7328,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7329,0,,29,5,0,1,0,,1,,1,5,1,1,2,2
7330,0,1,3,3,0,1,0,1,.9619,4,1,4,1,1,3,2
7340,0,1,0,,0,,0,1,.9285,3,1,1,1,1,4,2
7340,0,1,0,,0,,0,1,.99760002,5,1,1,1,1,2,2
7349,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
7350,0,1,0,,0,,0,1,.75950003,1,1,1,1,1,5,2
7350,0,1,0,,0,,0,1,.90920001,3,1,1,1,1,4,2
7359,0,1,2,3,0,1,0,1,.76749998,1,1,4,1,1,5,3
7360,0,1,91,5,0,,0,1,.92559999,3,1,5,1,1,4,3
7360,0,1,91,5,0,,0,1,.92559999,3,1,5,1,1,4,3
7363,0,,39,5,0,1,0,,1,,1,5,1,1,2,2
7369,0,1,25,5,2,5,0,1,.98220003,4,1,5,5,1,3,3
7370,0,1,1,2,0,1,0,1,.93760002,3,1,4,1,1,3,2
7380,0,1,0,,0,,0,1,.91360003,3,1,1,1,1,4,2
7380,0,1,0,,0,,0,1,.91839999,3,1,1,1,1,4,2
7400,0,1,10,4,0,1,0,1,.9508,4,1,5,1,1,3,2
7410,0,1,0,,0,,0,1,.88340002,2,1,1,1,1,4,2
7410,0,1,0,,0,,0,1,.9307,3,1,1,1,1,3,2
7420,0,1,0,,0,,0,1,.86669999,2,1,1,1,1,4,2
7420,0,1,0,,0,,0,1,.96649998,4,1,1,1,1,3,2
7430,0,1,0,1,0,1,0,1,.92150003,3,1,1,1,1,4,2
7440,0,1,5,4,0,1,0,1,.96439999,4,1,5,1,1,3,2
7450,0,1,29,5,0,1,0,1,.99900001,5,1,5,1,1,2,2
7455,0,1,1,2,0,1,0,1,1,5,1,4,1,1,2,2
7456,0,1,0,,0,,0,1,.9989,5,1,1,1,1,2,2
7456,0,1,0,,0,,0,1,.99870002,5,1,1,1,1,2,2
7457,0,,0,,0,,0,,1,,1,1,1,1,2,2
7457,0,,0,,0,,0,,1,,1,1,1,1,2,2
7458,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
7459,0,,5,4,0,1,0,,1,,1,5,1,1,2,2
7460,0,1,6,4,0,1,0,1,.92919999,3,1,5,1,1,4,3
7469,0,1,64,5,0,1,0,1,.94010001,3,1,5,1,1,3,2
7470,0,1,0,1,0,1,0,1,.99779999,5,1,1,1,1,2,2
7480,0,1,3,3,0,1,0,1,.98909998,4,1,4,1,1,2,2
7500,0,1,30,5,0,1,0,1,.90490001,3,1,5,1,1,4,3
7509,0,1,17,4,0,,0,1,.92930001,3,1,5,1,1,4,3
7509,0,1,17,4,0,,0,1,.92930001,3,1,5,1,1,4,3
7510,0,1,9,4,0,1,0,1,.83960003,2,1,5,1,1,5,3
7520,0,1,29,5,0,1,0,1,.90200001,2,1,5,1,1,4,3
7530,0,1,88,5,0,,0,1,.91100001,3,1,5,1,1,4,3
7530,0,1,88,5,0,,0,1,.91100001,3,1,5,1,1,4,3
7540,0,1,407,5,0,1,1,5,.95370001,4,1,5,1,5,3,3
7548,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
7549,0,,0,,0,,0,,1,,1,1,1,1,2,2
7549,0,,0,,0,,0,,1,,1,1,1,1,2,2
7550,0,1,66,5,0,1,0,1,.85570002,2,1,5,1,1,4,3
7560,0,1,64,5,0,1,0,1,.85900003,2,1,5,1,1,4,3
7570,0,1,9,4,0,1,0,1,.99239999,5,1,5,1,1,2,2
7580,0,1,265,5,1,4,0,1,.91500002,3,1,5,5,1,4,3
7600,0,1,2,3,0,1,0,1,.96640003,4,1,4,1,1,3,2
7620,0,1,11,4,0,1,0,1,.96700001,4,1,5,1,1,3,2
7630,0,1,4,4,0,1,1,5,.93370003,3,1,4,1,5,3,3
7640,0,1,2,3,0,1,0,1,.95639998,4,1,4,1,1,3,2
7650,0,1,0,1,1,4,0,1,.95910001,4,1,1,5,1,3,3
7660,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
7670,0,1,1,2,0,1,0,1,.93260002,3,1,4,1,1,3,2
7680,0,1,0,1,0,1,0,1,.94669998,3,1,1,1,1,3,2
7700,0,1,15,4,0,,0,1,.98339999,4,1,5,1,1,3,2
7700,0,1,15,4,0,,0,1,.98339999,4,1,5,1,1,3,2
7700,0,1,15,4,0,,0,1,.98339999,4,1,5,1,1,3,2
7707,1,5,1,2,0,1,0,1,.99019998,5,5,4,1,1,2,3
7708,0,1,0,1,0,1,0,1,.99730003,5,1,1,1,1,2,2
7709,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7710,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7720,0,1,0,1,0,1,0,1,.99800003,5,1,1,1,1,2,2
7729,0,1,0,1,0,,1,5,1,,1,1,1,5,2,3
7730,0,1,0,,0,,0,1,.99409997,5,1,1,1,1,2,2
7730,0,1,0,,0,,0,1,.98269999,4,1,1,1,1,3,2
7730,0,1,0,,0,,0,1,.95730001,4,1,1,1,1,3,2
7738,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7739,0,1,0,1,0,1,0,1,.98619998,4,1,1,1,1,2,2
7740,0,1,0,1,0,1,0,1,.99629998,5,1,1,1,1,2,2
7750,0,1,14,4,0,1,0,1,.98220003,4,1,5,1,1,3,2
7754,0,1,1,2,0,1,0,1,1,5,1,4,1,1,2,2
7755,0,1,0,1,0,1,0,1,.99879998,5,1,1,1,1,2,2
7760,0,1,6,4,1,4,0,1,.92140001,3,1,5,5,1,4,3
7770,0,1,0,,0,,0,1,.89850003,2,1,1,1,1,4,2
7770,0,1,0,,0,,0,1,.8933,2,1,1,1,1,4,2
7780,0,1,0,,0,,0,1,.9659,4,1,1,1,1,3,2
7780,0,1,0,,0,,0,1,.95880002,4,1,1,1,1,3,2
7790,0,1,0,,0,,0,1,.96749997,4,1,1,1,1,3,2
7790,0,1,0,,0,,0,1,.86449999,2,1,1,1,1,4,2
7800,1,5,12,4,1,4,0,1,.98629999,4,5,5,5,1,2,4
7810,0,1,47,5,0,1,0,1,.99070001,5,1,5,1,1,2,2
7820,0,1,0,,0,,0,1,.98460001,4,1,1,1,1,3,2
7820,0,1,0,,0,,0,1,.97280002,4,1,1,1,1,3,2
7830,0,1,6,4,0,1,0,1,.97229999,4,1,5,1,1,3,2
7838,0,1,0,1,0,1,0,1,.9249,3,1,1,1,1,4,2
7839,0,1,0,1,0,1,0,1,.93330002,3,1,1,1,1,3,2
7840,0,1,0,,0,,0,1,.96520001,4,1,1,1,1,3,2
7840,0,1,0,,0,,0,1,.99680001,5,1,1,1,1,2,2
7850,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
7850,0,1,0,,0,,0,1,.97750002,4,1,1,1,1,3,2
7858,0,1,1,2,0,1,0,1,.99409997,5,1,4,1,1,2,2
7859,0,1,2,3,0,1,0,1,.94230002,3,1,4,1,1,3,2
7860,0,1,0,,0,,0,1,.96030003,4,1,1,1,1,3,2
7860,0,1,0,,0,,0,1,.94199997,3,1,1,1,1,3,2
7869,0,1,4,4,0,1,0,1,.94330001,3,1,4,1,1,3,2
7870,0,1,0,,0,,0,1,.94510001,3,1,1,1,1,3,2
7870,0,1,0,,0,,0,1,.9964,5,1,1,1,1,2,2
7880,0,1,1,2,1,4,0,1,.97659999,4,1,4,5,1,3,3
7889,0,1,0,1,0,1,0,1,.97570002,4,1,1,1,1,3,2
7890,0,1,0,,0,,0,1,.91369998,3,1,1,1,1,4,2
7890,0,1,0,,0,,0,1,.9393,3,1,1,1,1,3,2
7890,0,1,0,,0,,0,1,.96429998,4,1,1,1,1,3,2
7899,0,1,0,1,0,1,0,1,.921,3,1,1,1,1,4,2
7900,0,1,18,5,0,1,0,1,.93980002,3,1,5,1,1,3,2
7909,0,,0,,0,1,0,,1,,1,1,1,1,2,2
7910,0,1,62,5,0,1,0,1,.87489998,2,1,5,1,1,4,3
7918,0,1,8,4,1,4,0,1,.98729998,4,1,5,5,1,2,3
7919,0,1,18,5,0,1,0,1,.91250002,3,1,5,1,1,4,3
7920,0,1,0,,0,,0,1,.88200003,2,1,1,1,1,4,2
7920,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
7930,0,1,0,1,0,1,0,1,.97189999,4,1,1,1,1,3,2
7939,0,1,0,1,0,1,0,1,.9612,4,1,1,1,1,3,2
7940,0,1,1,2,0,1,0,1,.91250002,3,1,4,1,1,4,3
7950,0,1,271,5,0,1,0,1,1,5,1,5,1,1,2,2
7958,0,1,0,1,0,1,0,1,.96429998,4,1,1,1,1,3,2
7959,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
7960,0,1,0,,0,,0,1,.85799998,2,1,1,1,1,4,2
7960,0,1,0,,0,,0,1,.90630001,3,1,1,1,1,4,2
7960,0,1,0,,0,,0,1,.96990001,4,1,1,1,1,3,2
7969,0,1,0,,0,,0,1,.97500002,4,1,1,1,1,3,2
7969,0,1,0,,0,,0,1,.96079999,4,1,1,1,1,3,2
7970,0,1,32,5,1,4,0,1,.96710002,4,1,5,5,1,3,3
7979,0,1,0,,0,,0,1,.99309999,5,1,1,1,1,2,2
7979,0,1,0,,0,,0,1,.99260002,5,1,1,1,1,2,2
7980,0,1,24,5,0,,0,1,.9896,4,1,5,1,1,2,2
7980,0,1,24,5,0,,0,1,.9896,4,1,5,1,1,2,2
7990,0,1,1,2,0,1,0,1,.99519998,5,1,4,1,1,2,2
8000,0,1,0,1,0,1,0,1,.87919998,2,1,1,1,1,4,2
8009,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
8010,0,1,0,1,1,4,0,1,.85039997,2,1,1,5,1,4,3
8020,0,1,2,3,1,4,0,1,.94370002,3,1,4,5,1,3,3
8029,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8030,0,1,0,1,0,1,0,1,.90380001,3,1,1,1,1,4,2
8040,0,1,1,2,0,,0,1,.92460001,3,1,4,1,1,4,3
8040,0,1,1,2,0,,0,1,.92460001,3,1,4,1,1,4,3
8100,0,1,2,3,4,5,0,1,.95630002,4,1,4,5,1,3,3
8160,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8170,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8180,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8188,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8189,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
8200,1,5,0,1,2,5,0,1,.99250001,5,5,1,5,1,2,3
8210,0,1,0,1,0,1,0,1,.9558,4,1,1,1,1,3,2
8220,0,1,0,1,0,1,0,1,.9228,3,1,1,1,1,4,2
8230,0,1,1,2,1,4,0,1,.77450001,1,1,4,5,1,5,3
8240,0,1,0,1,0,1,0,1,.84030002,2,1,1,1,1,4,2
8300,1,5,0,1,0,1,0,1,.89499998,2,5,1,1,1,4,3
8310,0,1,1,2,0,1,0,1,.82190001,2,1,4,1,1,5,3
8320,0,1,0,1,0,1,0,1,.97149998,4,1,1,1,1,3,2
8400,0,1,0,1,0,,0,1,.91079998,3,1,1,1,1,4,2
8400,0,1,0,1,0,,0,1,.91079998,3,1,1,1,1,4,2
8400,0,1,0,1,0,,0,1,.91079998,3,1,1,1,1,4,2
8420,0,1,0,1,0,1,0,1,.83840001,2,1,1,1,1,5,2
8500,0,1,1,2,4,5,0,1,.93959999,3,1,4,5,1,3,3
8501,1,5,0,1,0,,0,1,1,,5,1,1,1,2,3
8510,0,1,0,1,0,1,0,1,.8854,2,1,1,1,1,4,2
8520,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8560,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8580,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8600,0,1,0,1,0,1,0,1,.85399997,2,1,1,1,1,4,2
8610,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8619,0,,0,,0,1,0,,1,,1,1,1,1,2,2
8620,1,5,2,3,0,,1,5,.88279998,2,5,4,1,5,4,4
8620,1,5,2,3,0,,1,5,.88279998,2,5,4,1,5,4,4
8620,1,5,2,3,0,,1,5,.88279998,2,5,4,1,5,4,4
8650,0,1,3,3,0,1,0,1,.88090003,2,1,4,1,1,4,3
8700,0,1,0,1,0,1,0,1,.89630002,2,1,1,1,1,4,2
8710,0,1,0,1,0,1,0,1,.89630002,2,1,1,1,1,4,2
8720,0,1,0,1,0,1,0,1,.93709999,3,1,1,1,1,3,2
8730,0,1,3,3,0,1,0,1,.92739999,3,1,4,1,1,4,3
8760,0,1,0,,0,,0,1,.90969998,3,1,1,1,1,4,2
8760,0,1,0,,0,,0,1,.94459999,3,1,1,1,1,3,2
8760,0,1,0,,0,,0,1,.99849999,5,1,1,1,1,2,2
8770,0,1,0,1,0,1,0,1,.90969998,3,1,1,1,1,4,2
8800,0,1,0,1,0,1,0,1,.97140002,4,1,1,1,1,3,2
8810,1,5,0,1,0,1,0,1,.99730003,5,5,1,1,1,2,3
8820,0,,0,,0,,0,,1,,1,1,1,1,2,2
8820,0,,0,,0,,0,,1,,1,1,1,1,2,2
8830,0,1,0,1,1,4,0,1,.99830002,5,1,1,5,1,2,2
8840,0,1,0,1,0,1,0,1,.9971,5,1,1,1,1,2,2
8900,0,1,0,1,0,1,0,1,.9971,5,1,1,1,1,2,2
8910,0,1,1,2,0,1,0,1,.90109998,2,1,4,1,1,4,3
8920,0,1,0,1,0,1,0,1,.94230002,3,1,1,1,1,3,2
8930,0,,3,3,0,,0,,1,,1,4,1,1,2,2
8930,0,,3,3,0,,0,,1,,1,4,1,1,2,2
9000,0,1,0,,0,,0,1,.80129999,1,1,1,1,1,5,2
9000,0,1,0,,0,,0,1,.8017,1,1,1,1,1,5,2
9000,0,1,0,,0,,0,1,.89420003,2,1,1,1,1,4,2
9000,0,1,0,,0,,0,1,.58469999,1,1,1,1,1,5,2
9000,0,1,0,,0,,0,1,.764,1,1,1,1,1,5,2
9000,0,1,0,,0,,0,1,.76920003,1,1,1,1,1,5,2
9000,0,1,0,,0,,0,1,.76859999,1,1,1,1,1,5,2
9009,0,,8,4,0,1,0,,1,,1,5,1,1,2,2
9010,0,1,4,4,0,1,0,1,.99550003,5,1,4,1,1,2,2
9020,0,1,7,4,0,1,0,1,.9522,4,1,5,1,1,3,2
9030,0,1,5,4,0,1,0,1,.9971,5,1,5,1,1,2,2
9040,0,1,2,3,0,,0,1,.69800001,1,1,4,1,1,5,3
9040,0,1,2,3,0,,0,1,.69800001,1,1,4,1,1,5,3
9060,0,1,0,,0,,1,5,.97610003,4,1,1,1,5,3,3
9060,0,1,0,,0,,1,5,.9544,4,1,1,1,5,3,3
9070,0,1,14,4,1,4,0,1,.98019999,4,1,5,5,1,3,3
9080,0,1,2,3,0,,0,1,.99349999,5,1,4,1,1,2,2
9080,0,1,2,3,0,,0,1,.99349999,5,1,4,1,1,2,2
9089,0,1,2,3,1,4,0,1,.99870002,5,1,4,5,1,2,3
9090,0,1,20,5,0,1,0,1,.99370003,5,1,5,1,1,2,2
9099,0,1,1,2,0,1,0,1,.96289998,4,1,4,1,1,3,2
9100,0,1,23,5,1,4,0,1,.95679998,4,1,5,5,1,3,3
9110,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
9120,0,,0,,0,1,0,,1,,1,1,1,1,2,2
9130,0,1,64,5,0,1,0,1,.90100002,2,1,5,1,1,4,3
9140,0,1,66,5,1,4,0,1,.9095,3,1,5,5,1,4,3
9150,0,,2,3,0,,0,,1,,1,4,1,1,2,2
9150,0,,2,3,0,,0,,1,,1,4,1,1,2,2
9160,0,,2,3,0,,0,,1,,1,4,1,1,2,2
9160,0,,2,3,0,,0,,1,,1,4,1,1,2,2
9170,0,,0,,0,1,0,,1,,1,1,1,1,2,2
